user_id,event_date,converted,variant,signup_month,event_month
5,2024-04-27,0,variant,2024-04,2024-04
466,2024-04-28,0,control,2024-04,2024-04
604,2024-04-08,0,variant,2024-04,2024-04
682,2024-04-22,0,control,2024-04,2024-04
829,2024-03-16,0,variant,2024-01,2024-03
534,2024-02-07,0,control,2024-02,2024-02
405,2024-06-16,0,control,2024-05,2024-06
838,2024-05-03,0,control,2024-04,2024-05
513,2024-01-18,0,control,2024-01,2024-01
645,2024-05-07,0,variant,2024-05,2024-05
233,2024-04-18,0,control,2024-04,2024-04
524,2024-03-26,0,control,2024-02,2024-03
346,2024-03-29,1,variant,2024-03,2024-03
46,2024-04-23,0,control,2024-04,2024-04
546,2024-06-19,0,variant,2024-06,2024-06
945,2024-05-14,0,variant,2024-05,2024-05
78,2024-04-14,0,variant,2024-04,2024-04
730,2024-05-10,0,control,2024-05,2024-05
813,2024-03-20,0,control,2024-03,2024-03
923,2024-06-29,0,variant,2024-06,2024-06
73,2024-06-15,1,control,2024-05,2024-06
794,2024-06-24,0,control,2024-06,2024-06
249,2024-02-06,0,control,2024-01,2024-02
47,2024-05-07,1,control,2024-05,2024-05
121,2024-05-30,0,variant,2024-05,2024-05
214,2024-05-21,0,variant,2024-05,2024-05
239,2024-07-01,0,variant,2024-06,2024-07
56,2024-02-14,0,variant,2024-02,2024-02
350,2024-04-09,0,control,2024-02,2024-04
107,2024-04-04,0,control,2024-04,2024-04
831,2024-02-17,0,variant,2024-02,2024-02
48,2024-03-20,1,control,2024-03,2024-03
573,2024-05-26,1,control,2024-05,2024-05
337,2024-04-16,1,variant,2024-04,2024-04
26,2024-06-25,0,variant,2024-05,2024-06
804,2024-04-12,0,control,2024-03,2024-04
257,2024-04-27,0,variant,2024-04,2024-04
8,2024-04-21,0,variant,2024-03,2024-04
625,2024-03-17,1,control,2024-03,2024-03
867,2024-03-29,0,variant,2024-03,2024-03
253,2024-04-03,1,control,2024-03,2024-04
692,2024-06-25,0,variant,2024-06,2024-06
719,2024-03-10,1,variant,2024-03,2024-03
303,2024-06-08,1,variant,2024-06,2024-06
639,2024-03-08,0,control,2024-02,2024-03
56,2024-02-15,0,control,2024-02,2024-02
726,2024-05-30,0,control,2024-05,2024-05
526,2024-04-26,0,variant,2024-04,2024-04
474,2024-03-02,0,control,2024-02,2024-03
28,2024-05-01,0,control,2024-04,2024-05
983,2024-02-10,1,control,2024-02,2024-02
78,2024-04-22,0,control,2024-04,2024-04
216,2024-02-20,0,control,2024-02,2024-02
386,2024-06-15,0,variant,2024-06,2024-06
365,2024-02-06,0,control,2024-01,2024-02
666,2024-06-13,0,control,2024-06,2024-06
526,2024-04-23,0,variant,2024-04,2024-04
699,2024-06-06,0,variant,2024-05,2024-06
312,2024-03-24,0,control,2024-03,2024-03
883,2024-06-16,0,control,2024-06,2024-06
7,2024-02-21,0,variant,2024-02,2024-02
3,2024-03-04,0,control,2024-02,2024-03
623,2024-05-11,0,variant,2024-05,2024-05
919,2024-06-07,0,control,2024-06,2024-06
750,2024-04-18,1,control,2024-04,2024-04
363,2024-06-29,0,control,2024-06,2024-06
751,2024-06-17,0,variant,2024-06,2024-06
508,2024-02-15,0,variant,2024-02,2024-02
274,2024-02-26,0,control,2024-02,2024-02
506,2024-02-16,1,variant,2024-02,2024-02
806,2024-02-23,0,control,2024-02,2024-02
739,2024-03-11,0,control,2024-03,2024-03
883,2024-06-14,0,variant,2024-06,2024-06
15,2024-01-19,0,control,2024-01,2024-01
192,2024-06-12,0,variant,2024-06,2024-06
985,2024-04-25,0,variant,2024-03,2024-04
631,2024-04-07,0,variant,2024-04,2024-04
485,2024-01-09,0,variant,2024-01,2024-01
28,2024-04-23,0,control,2024-04,2024-04
714,2024-03-19,0,control,2024-03,2024-03
39,2024-03-06,0,control,2024-02,2024-03
953,2024-02-21,0,control,2024-02,2024-02
273,2024-04-21,0,control,2024-04,2024-04
231,2024-01-26,0,control,2024-01,2024-01
86,2024-02-27,0,variant,2024-02,2024-02
474,2024-02-23,0,control,2024-02,2024-02
126,2024-04-28,0,variant,2024-04,2024-04
812,2024-06-20,0,variant,2024-06,2024-06
537,2024-04-19,1,variant,2024-03,2024-04
145,2024-02-06,0,control,2024-01,2024-02
525,2024-07-14,0,control,2024-06,2024-07
212,2024-02-17,0,control,2024-02,2024-02
25,2024-03-05,1,control,2024-02,2024-03
580,2024-03-22,0,control,2024-02,2024-03
394,2024-06-29,1,variant,2024-06,2024-06
67,2024-06-06,1,control,2024-06,2024-06
233,2024-04-16,0,variant,2024-04,2024-04
109,2024-03-26,1,variant,2024-03,2024-03
146,2024-03-12,0,control,2024-03,2024-03
111,2024-02-09,0,control,2024-02,2024-02
228,2024-03-27,0,variant,2024-03,2024-03
111,2024-02-14,0,control,2024-02,2024-02
470,2024-04-09,0,variant,2024-04,2024-04
34,2024-06-09,0,control,2024-05,2024-06
623,2024-05-05,0,variant,2024-05,2024-05
776,2024-04-01,0,control,2024-04,2024-04
936,2024-04-18,0,control,2024-04,2024-04
369,2024-04-09,0,variant,2024-04,2024-04
748,2024-03-15,0,control,2024-03,2024-03
595,2024-05-16,0,control,2024-05,2024-05
554,2024-03-15,0,control,2024-03,2024-03
425,2024-02-11,0,control,2024-01,2024-02
613,2024-01-07,0,variant,2024-01,2024-01
518,2024-06-20,0,variant,2024-06,2024-06
692,2024-06-30,0,variant,2024-06,2024-06
282,2024-02-06,1,variant,2024-01,2024-02
320,2024-05-23,0,control,2024-04,2024-05
738,2024-02-14,1,control,2024-02,2024-02
443,2024-02-11,0,variant,2024-02,2024-02
952,2024-07-06,0,variant,2024-06,2024-07
315,2024-04-04,0,control,2024-03,2024-04
877,2024-03-17,0,control,2024-03,2024-03
966,2024-01-29,0,control,2024-01,2024-01
741,2024-02-29,0,variant,2024-02,2024-02
377,2024-06-03,0,variant,2024-05,2024-06
289,2024-04-12,0,control,2024-02,2024-04
437,2024-04-27,0,variant,2024-04,2024-04
662,2024-04-17,0,control,2024-04,2024-04
277,2024-07-05,0,control,2024-06,2024-07
710,2024-01-10,0,variant,2024-01,2024-01
582,2024-01-16,0,control,2024-01,2024-01
503,2024-07-19,0,control,2024-06,2024-07
624,2024-02-24,0,variant,2024-02,2024-02
516,2024-06-20,1,variant,2024-06,2024-06
350,2024-02-14,0,variant,2024-02,2024-02
843,2024-05-05,0,control,2024-04,2024-05
446,2024-04-27,0,control,2024-04,2024-04
830,2024-04-17,0,variant,2024-04,2024-04
350,2024-02-15,0,variant,2024-02,2024-02
607,2024-01-16,0,variant,2024-01,2024-01
664,2024-05-29,0,control,2024-05,2024-05
823,2024-03-16,0,control,2024-03,2024-03
137,2024-06-26,0,variant,2024-06,2024-06
759,2024-01-29,0,variant,2024-01,2024-01
899,2024-08-01,0,control,2024-06,2024-08
243,2024-02-07,0,control,2024-01,2024-02
543,2024-01-28,0,control,2024-01,2024-01
40,2024-01-11,0,control,2024-01,2024-01
229,2024-05-18,0,control,2024-05,2024-05
548,2024-03-11,0,control,2024-02,2024-03
920,2024-03-08,1,variant,2024-02,2024-03
223,2024-05-16,0,control,2024-04,2024-05
6,2024-02-27,0,variant,2024-02,2024-02
322,2024-05-14,0,control,2024-05,2024-05
468,2024-04-29,0,variant,2024-04,2024-04
732,2024-04-22,0,control,2024-04,2024-04
75,2024-06-11,0,variant,2024-06,2024-06
4,2024-01-29,0,variant,2024-01,2024-01
847,2024-01-25,0,variant,2024-01,2024-01
646,2024-02-19,0,variant,2024-02,2024-02
118,2024-02-15,0,control,2024-02,2024-02
881,2024-03-06,0,variant,2024-02,2024-03
606,2024-06-12,0,variant,2024-05,2024-06
504,2024-05-07,0,variant,2024-05,2024-05
998,2024-03-07,0,control,2024-03,2024-03
947,2024-04-27,0,variant,2024-04,2024-04
574,2024-04-24,0,control,2024-04,2024-04
441,2024-05-03,0,control,2024-04,2024-05
194,2024-07-16,0,control,2024-06,2024-07
847,2024-01-22,0,control,2024-01,2024-01
715,2024-04-22,0,variant,2024-04,2024-04
392,2024-02-08,0,variant,2024-01,2024-02
26,2024-06-14,0,variant,2024-05,2024-06
435,2024-05-13,0,variant,2024-05,2024-05
173,2024-06-21,0,variant,2024-05,2024-06
300,2024-02-23,0,variant,2024-02,2024-02
645,2024-05-06,0,control,2024-05,2024-05
326,2024-01-29,0,variant,2024-01,2024-01
410,2024-02-16,1,variant,2024-02,2024-02
118,2024-02-11,0,variant,2024-02,2024-02
836,2024-01-04,1,variant,2024-01,2024-01
787,2024-04-23,1,variant,2024-04,2024-04
724,2024-04-04,0,control,2024-03,2024-04
225,2024-06-25,1,control,2024-06,2024-06
532,2024-03-08,0,variant,2024-03,2024-03
113,2024-06-12,0,control,2024-05,2024-06
140,2024-01-27,0,variant,2024-01,2024-01
559,2024-04-04,0,control,2024-03,2024-04
1,2024-04-30,0,control,2024-04,2024-04
90,2024-06-16,0,variant,2024-06,2024-06
654,2024-06-24,0,control,2024-05,2024-06
320,2024-05-08,0,variant,2024-04,2024-05
550,2024-06-14,0,control,2024-06,2024-06
805,2024-04-09,1,control,2024-04,2024-04
894,2024-03-05,0,variant,2024-02,2024-03
139,2024-05-23,0,control,2024-05,2024-05
511,2024-02-24,0,variant,2024-02,2024-02
868,2024-06-08,0,variant,2024-06,2024-06
845,2024-04-04,0,control,2024-03,2024-04
259,2024-03-24,0,variant,2024-03,2024-03
673,2024-03-03,0,variant,2024-03,2024-03
902,2024-03-09,0,control,2024-02,2024-03
690,2024-01-25,1,control,2024-01,2024-01
10,2024-06-16,0,control,2024-06,2024-06
261,2024-07-06,0,variant,2024-06,2024-07
919,2024-06-22,0,variant,2024-06,2024-06
650,2024-04-22,0,variant,2024-03,2024-04
172,2024-04-12,0,variant,2024-04,2024-04
898,2024-05-08,0,variant,2024-04,2024-05
13,2024-05-27,0,variant,2024-05,2024-05
168,2024-04-23,0,variant,2024-04,2024-04
642,2024-03-03,0,control,2024-02,2024-03
596,2024-01-24,0,variant,2024-01,2024-01
321,2024-06-04,0,variant,2024-06,2024-06
319,2024-05-01,0,variant,2024-04,2024-05
613,2024-01-08,0,variant,2024-01,2024-01
329,2024-04-07,0,control,2024-04,2024-04
785,2024-05-04,0,variant,2024-04,2024-05
777,2024-01-23,0,control,2024-01,2024-01
971,2024-07-14,0,variant,2024-06,2024-07
911,2024-02-12,0,control,2024-02,2024-02
920,2024-02-27,0,variant,2024-02,2024-02
550,2024-06-28,1,variant,2024-06,2024-06
419,2024-05-25,0,variant,2024-05,2024-05
606,2024-06-01,0,control,2024-05,2024-06
95,2024-07-05,0,variant,2024-06,2024-07
817,2024-04-18,0,variant,2024-04,2024-04
581,2024-02-11,0,variant,2024-02,2024-02
318,2024-03-01,0,control,2024-02,2024-03
956,2024-05-14,0,variant,2024-04,2024-05
236,2024-05-29,0,control,2024-05,2024-05
946,2024-05-29,0,variant,2024-05,2024-05
334,2024-06-11,0,control,2024-06,2024-06
885,2024-03-19,0,variant,2024-03,2024-03
376,2024-02-14,0,variant,2024-02,2024-02
459,2024-06-23,0,control,2024-06,2024-06
137,2024-06-25,0,control,2024-06,2024-06
930,2024-06-20,0,variant,2024-05,2024-06
588,2024-05-25,0,control,2024-05,2024-05
995,2024-02-19,0,variant,2024-02,2024-02
547,2024-05-10,0,control,2024-05,2024-05
513,2024-02-06,0,control,2024-01,2024-02
296,2024-04-17,1,control,2024-04,2024-04
320,2024-05-29,0,variant,2024-04,2024-05
918,2024-03-27,0,control,2024-03,2024-03
572,2024-05-16,0,variant,2024-05,2024-05
832,2024-05-19,0,variant,2024-05,2024-05
349,2024-03-28,0,control,2024-03,2024-03
840,2024-07-14,0,variant,2024-06,2024-07
779,2024-05-03,0,control,2024-04,2024-05
873,2024-03-01,0,variant,2024-02,2024-03
229,2024-05-07,0,control,2024-05,2024-05
270,2024-01-06,0,control,2024-01,2024-01
828,2024-04-22,0,variant,2024-04,2024-04
798,2024-07-03,0,variant,2024-06,2024-07
291,2024-02-09,0,control,2024-01,2024-02
725,2024-03-03,1,variant,2024-02,2024-03
165,2024-02-19,0,control,2024-02,2024-02
5,2024-05-01,0,variant,2024-04,2024-05
851,2024-05-25,0,variant,2024-05,2024-05
379,2024-04-03,0,control,2024-03,2024-04
78,2024-04-30,0,control,2024-04,2024-04
410,2024-02-17,0,control,2024-02,2024-02
574,2024-04-29,0,control,2024-04,2024-04
132,2024-06-15,0,control,2024-06,2024-06
601,2024-03-23,0,variant,2024-02,2024-03
749,2024-02-17,0,variant,2024-02,2024-02
42,2024-04-28,0,control,2024-04,2024-04
89,2024-06-03,0,variant,2024-05,2024-06
402,2024-03-07,0,variant,2024-02,2024-03
296,2024-04-22,0,variant,2024-04,2024-04
840,2024-06-21,0,variant,2024-06,2024-06
295,2024-07-05,0,variant,2024-06,2024-07
616,2024-01-18,0,control,2024-01,2024-01
526,2024-05-07,0,control,2024-04,2024-05
800,2024-03-08,0,control,2024-02,2024-03
691,2024-06-07,0,control,2024-06,2024-06
637,2024-05-03,1,control,2024-04,2024-05
422,2024-05-30,0,variant,2024-05,2024-05
865,2024-04-24,0,control,2024-04,2024-04
23,2024-01-17,0,variant,2024-01,2024-01
575,2024-03-26,0,control,2024-03,2024-03
143,2024-01-27,0,variant,2024-01,2024-01
993,2024-03-01,0,variant,2024-01,2024-03
665,2024-03-07,0,control,2024-03,2024-03
145,2024-02-22,0,control,2024-01,2024-02
225,2024-06-09,0,variant,2024-06,2024-06
503,2024-06-27,0,control,2024-06,2024-06
962,2024-04-18,0,control,2024-04,2024-04
974,2024-05-13,0,control,2024-05,2024-05
821,2024-01-10,0,variant,2024-01,2024-01
616,2024-01-16,1,variant,2024-01,2024-01
104,2024-02-10,0,variant,2024-01,2024-02
947,2024-05-12,0,variant,2024-04,2024-05
39,2024-03-12,0,variant,2024-02,2024-03
947,2024-04-25,0,variant,2024-04,2024-04
198,2024-06-19,0,variant,2024-06,2024-06
646,2024-02-16,0,control,2024-02,2024-02
579,2024-03-30,0,control,2024-03,2024-03
391,2024-04-25,0,variant,2024-03,2024-04
179,2024-04-16,0,variant,2024-04,2024-04
968,2024-06-17,0,control,2024-06,2024-06
554,2024-03-17,0,control,2024-03,2024-03
448,2024-02-19,0,variant,2024-02,2024-02
500,2024-01-29,0,variant,2024-01,2024-01
15,2024-01-28,0,control,2024-01,2024-01
623,2024-05-17,0,variant,2024-05,2024-05
669,2024-01-07,0,variant,2024-01,2024-01
289,2024-02-15,1,variant,2024-02,2024-02
478,2024-07-07,0,control,2024-05,2024-07
231,2024-01-06,0,control,2024-01,2024-01
923,2024-06-13,0,control,2024-06,2024-06
420,2024-02-27,0,control,2024-02,2024-02
157,2024-04-27,0,variant,2024-04,2024-04
550,2024-06-14,0,control,2024-06,2024-06
441,2024-05-04,1,variant,2024-04,2024-05
97,2024-06-01,0,control,2024-05,2024-06
997,2024-02-27,0,control,2024-02,2024-02
411,2024-04-25,0,variant,2024-04,2024-04
951,2024-01-18,0,variant,2024-01,2024-01
289,2024-03-05,0,control,2024-02,2024-03
254,2024-01-31,0,variant,2024-01,2024-01
196,2024-04-01,0,variant,2024-04,2024-04
598,2024-06-10,1,variant,2024-05,2024-06
834,2024-03-02,0,variant,2024-02,2024-03
522,2024-03-01,0,control,2024-01,2024-03
517,2024-02-07,1,variant,2024-02,2024-02
635,2024-04-30,0,variant,2024-03,2024-04
842,2024-05-07,1,control,2024-04,2024-05
865,2024-04-13,1,control,2024-04,2024-04
118,2024-02-17,1,variant,2024-02,2024-02
806,2024-04-05,0,control,2024-02,2024-04
909,2024-05-07,0,control,2024-04,2024-05
159,2024-05-18,0,variant,2024-05,2024-05
815,2024-07-04,1,control,2024-06,2024-07
228,2024-03-23,0,control,2024-03,2024-03
877,2024-03-09,0,variant,2024-03,2024-03
216,2024-02-25,0,variant,2024-02,2024-02
948,2024-06-14,0,control,2024-06,2024-06
696,2024-02-27,0,variant,2024-02,2024-02
15,2024-01-23,0,variant,2024-01,2024-01
157,2024-05-14,0,variant,2024-04,2024-05
648,2024-02-02,0,control,2024-02,2024-02
261,2024-06-26,1,control,2024-06,2024-06
157,2024-04-29,0,control,2024-04,2024-04
47,2024-05-08,0,variant,2024-05,2024-05
324,2024-04-17,0,variant,2024-04,2024-04
844,2024-02-08,0,variant,2024-02,2024-02
685,2024-01-10,0,variant,2024-01,2024-01
130,2024-05-19,1,variant,2024-05,2024-05
411,2024-04-19,0,control,2024-04,2024-04
95,2024-06-27,0,variant,2024-06,2024-06
627,2024-02-16,0,variant,2024-01,2024-02
755,2024-07-07,0,variant,2024-06,2024-07
932,2024-05-30,0,control,2024-05,2024-05
292,2024-01-10,0,variant,2024-01,2024-01
794,2024-06-25,0,control,2024-06,2024-06
811,2024-02-18,0,control,2024-01,2024-02
283,2024-02-15,0,variant,2024-02,2024-02
69,2024-05-21,0,variant,2024-05,2024-05
660,2024-03-25,0,control,2024-03,2024-03
11,2024-01-16,0,variant,2024-01,2024-01
254,2024-01-12,1,control,2024-01,2024-01
842,2024-05-08,0,control,2024-04,2024-05
872,2024-04-19,0,control,2024-04,2024-04
550,2024-06-20,1,variant,2024-06,2024-06
134,2024-04-10,0,variant,2024-04,2024-04
712,2024-04-05,0,variant,2024-04,2024-04
23,2024-02-03,0,variant,2024-01,2024-02
815,2024-06-24,0,control,2024-06,2024-06
346,2024-04-14,0,control,2024-03,2024-04
302,2024-04-11,0,variant,2024-04,2024-04
363,2024-06-24,0,control,2024-06,2024-06
396,2024-05-03,0,variant,2024-04,2024-05
218,2024-03-17,1,variant,2024-03,2024-03
141,2024-01-26,0,variant,2024-01,2024-01
616,2024-01-17,0,control,2024-01,2024-01
958,2024-05-24,0,control,2024-05,2024-05
210,2024-01-12,0,variant,2024-01,2024-01
985,2024-04-04,0,control,2024-03,2024-04
993,2024-01-21,1,variant,2024-01,2024-01
623,2024-06-01,0,control,2024-05,2024-06
616,2024-02-08,0,control,2024-01,2024-02
828,2024-05-09,0,control,2024-04,2024-05
683,2024-04-19,0,control,2024-03,2024-04
460,2024-01-26,0,variant,2024-01,2024-01
356,2024-06-07,0,control,2024-06,2024-06
324,2024-04-20,0,control,2024-04,2024-04
133,2024-02-27,0,control,2024-02,2024-02
888,2024-02-25,0,control,2024-02,2024-02
805,2024-04-10,0,control,2024-04,2024-04
840,2024-06-17,0,control,2024-06,2024-06
127,2024-02-11,0,variant,2024-01,2024-02
106,2024-01-26,0,variant,2024-01,2024-01
604,2024-04-07,0,variant,2024-04,2024-04
799,2024-03-08,0,variant,2024-03,2024-03
378,2024-06-23,0,control,2024-06,2024-06
905,2024-05-05,1,variant,2024-04,2024-05
51,2024-03-29,0,variant,2024-03,2024-03
29,2024-01-15,1,control,2024-01,2024-01
462,2024-01-11,0,variant,2024-01,2024-01
296,2024-04-17,0,control,2024-04,2024-04
297,2024-06-13,1,control,2024-06,2024-06
726,2024-06-03,0,variant,2024-05,2024-06
779,2024-04-30,0,control,2024-04,2024-04
407,2024-03-30,0,control,2024-03,2024-03
769,2024-06-11,1,control,2024-05,2024-06
814,2024-04-16,1,control,2024-03,2024-04
613,2024-01-11,0,control,2024-01,2024-01
405,2024-05-27,0,variant,2024-05,2024-05
346,2024-03-29,0,variant,2024-03,2024-03
622,2024-01-16,0,variant,2024-01,2024-01
420,2024-03-25,0,control,2024-02,2024-03
182,2024-04-26,0,variant,2024-04,2024-04
983,2024-02-22,0,variant,2024-02,2024-02
825,2024-04-17,0,control,2024-04,2024-04
1,2024-06-07,0,variant,2024-04,2024-06
831,2024-02-10,1,variant,2024-02,2024-02
950,2024-02-11,0,variant,2024-01,2024-02
567,2024-03-25,0,control,2024-03,2024-03
371,2024-05-29,1,control,2024-05,2024-05
936,2024-04-19,0,variant,2024-04,2024-04
911,2024-02-09,0,variant,2024-02,2024-02
661,2024-03-30,0,variant,2024-03,2024-03
431,2024-06-26,0,variant,2024-06,2024-06
969,2024-07-14,0,variant,2024-06,2024-07
309,2024-02-26,0,control,2024-02,2024-02
137,2024-07-07,0,variant,2024-06,2024-07
202,2024-05-13,1,control,2024-05,2024-05
436,2024-01-27,0,variant,2024-01,2024-01
313,2024-05-21,0,variant,2024-05,2024-05
117,2024-02-07,0,control,2024-01,2024-02
666,2024-06-09,0,variant,2024-06,2024-06
937,2024-01-19,0,control,2024-01,2024-01
803,2024-01-25,1,control,2024-01,2024-01
575,2024-04-08,0,control,2024-03,2024-04
244,2024-01-26,0,control,2024-01,2024-01
537,2024-03-29,0,control,2024-03,2024-03
602,2024-03-31,0,control,2024-03,2024-03
75,2024-06-05,0,variant,2024-06,2024-06
806,2024-02-20,0,variant,2024-02,2024-02
386,2024-06-21,0,variant,2024-06,2024-06
903,2024-03-29,0,control,2024-03,2024-03
210,2024-01-23,0,variant,2024-01,2024-01
475,2024-03-14,0,variant,2024-03,2024-03
418,2024-03-25,0,control,2024-03,2024-03
347,2024-03-28,0,variant,2024-03,2024-03
529,2024-06-03,0,control,2024-05,2024-06
640,2024-02-18,0,variant,2024-02,2024-02
939,2024-05-30,1,control,2024-05,2024-05
955,2024-05-27,0,control,2024-05,2024-05
876,2024-02-25,0,variant,2024-02,2024-02
763,2024-03-29,1,control,2024-03,2024-03
179,2024-04-22,0,control,2024-04,2024-04
182,2024-04-25,0,variant,2024-04,2024-04
664,2024-05-26,0,variant,2024-05,2024-05
25,2024-02-24,0,variant,2024-02,2024-02
967,2024-03-14,0,control,2024-03,2024-03
180,2024-01-26,0,control,2024-01,2024-01
710,2024-01-12,0,variant,2024-01,2024-01
501,2024-04-25,0,control,2024-04,2024-04
856,2024-02-23,0,control,2024-02,2024-02
161,2024-02-14,0,variant,2024-02,2024-02
177,2024-05-13,0,control,2024-05,2024-05
285,2024-02-07,0,control,2024-02,2024-02
63,2024-04-02,0,control,2024-03,2024-04
662,2024-04-14,0,control,2024-04,2024-04
666,2024-06-11,0,control,2024-06,2024-06
156,2024-02-19,0,control,2024-02,2024-02
882,2024-01-26,0,control,2024-01,2024-01
469,2024-04-04,1,variant,2024-03,2024-04
49,2024-04-15,0,variant,2024-04,2024-04
967,2024-04-16,0,control,2024-03,2024-04
849,2024-03-05,0,variant,2024-03,2024-03
84,2024-07-08,0,control,2024-06,2024-07
361,2024-03-13,0,control,2024-03,2024-03
689,2024-07-05,0,control,2024-06,2024-07
148,2024-06-05,1,variant,2024-05,2024-06
630,2024-05-20,0,variant,2024-05,2024-05
342,2024-06-21,0,variant,2024-06,2024-06
476,2024-04-11,0,control,2024-04,2024-04
63,2024-04-02,1,control,2024-03,2024-04
701,2024-04-23,0,variant,2024-04,2024-04
360,2024-04-17,0,control,2024-04,2024-04
561,2024-03-03,0,variant,2024-02,2024-03
327,2024-03-03,0,variant,2024-02,2024-03
769,2024-06-10,0,variant,2024-05,2024-06
736,2024-02-10,1,variant,2024-01,2024-02
141,2024-01-16,0,variant,2024-01,2024-01
990,2024-03-30,0,variant,2024-03,2024-03
215,2024-04-20,0,variant,2024-04,2024-04
435,2024-05-13,0,control,2024-05,2024-05
891,2024-03-01,0,variant,2024-02,2024-03
952,2024-06-17,1,control,2024-06,2024-06
723,2024-03-06,0,control,2024-02,2024-03
318,2024-03-20,1,control,2024-02,2024-03
32,2024-04-24,0,control,2024-04,2024-04
670,2024-03-02,0,variant,2024-02,2024-03
285,2024-03-10,0,variant,2024-02,2024-03
305,2024-06-22,0,control,2024-06,2024-06
429,2024-02-22,0,control,2024-02,2024-02
477,2024-03-01,0,variant,2024-02,2024-03
286,2024-03-26,0,variant,2024-03,2024-03
144,2024-01-11,0,variant,2024-01,2024-01
424,2024-03-30,1,control,2024-03,2024-03
19,2024-04-06,0,variant,2024-03,2024-04
18,2024-02-04,1,control,2024-01,2024-02
769,2024-05-16,0,control,2024-05,2024-05
590,2024-07-13,0,control,2024-06,2024-07
371,2024-05-24,0,control,2024-05,2024-05
175,2024-06-26,0,control,2024-06,2024-06
194,2024-07-21,0,variant,2024-06,2024-07
502,2024-06-12,0,control,2024-06,2024-06
988,2024-03-24,0,control,2024-03,2024-03
113,2024-06-09,0,control,2024-05,2024-06
114,2024-04-28,0,control,2024-04,2024-04
222,2024-05-16,0,variant,2024-05,2024-05
678,2024-06-25,0,control,2024-06,2024-06
947,2024-04-29,0,variant,2024-04,2024-04
831,2024-02-17,0,control,2024-02,2024-02
644,2024-01-24,0,variant,2024-01,2024-01
897,2024-02-18,0,variant,2024-02,2024-02
264,2024-03-01,0,variant,2024-02,2024-03
925,2024-05-30,0,variant,2024-05,2024-05
55,2024-04-07,0,variant,2024-04,2024-04
871,2024-02-03,0,control,2024-01,2024-02
643,2024-04-28,0,variant,2024-04,2024-04
800,2024-02-29,0,variant,2024-02,2024-02
778,2024-02-15,0,variant,2024-02,2024-02
458,2024-02-22,0,control,2024-02,2024-02
979,2024-07-01,0,control,2024-06,2024-07
878,2024-05-10,0,variant,2024-05,2024-05
162,2024-03-21,0,control,2024-02,2024-03
380,2024-04-14,0,control,2024-04,2024-04
993,2024-02-07,0,control,2024-01,2024-02
87,2024-07-02,0,variant,2024-06,2024-07
55,2024-04-11,0,variant,2024-04,2024-04
476,2024-05-02,1,control,2024-04,2024-05
800,2024-03-05,1,control,2024-02,2024-03
178,2024-05-02,0,control,2024-04,2024-05
391,2024-04-01,0,control,2024-03,2024-04
349,2024-03-31,0,variant,2024-03,2024-03
8,2024-03-06,0,variant,2024-03,2024-03
833,2024-03-24,0,control,2024-03,2024-03
313,2024-05-18,1,variant,2024-05,2024-05
759,2024-01-27,0,variant,2024-01,2024-01
835,2024-05-01,0,control,2024-03,2024-05
984,2024-05-09,0,control,2024-05,2024-05
983,2024-02-18,0,variant,2024-02,2024-02
443,2024-02-28,1,control,2024-02,2024-02
767,2024-04-27,1,variant,2024-04,2024-04
328,2024-05-05,0,control,2024-05,2024-05
54,2024-01-31,0,variant,2024-01,2024-01
761,2024-07-05,0,variant,2024-06,2024-07
239,2024-07-09,0,variant,2024-06,2024-07
229,2024-05-17,0,variant,2024-05,2024-05
579,2024-04-24,0,variant,2024-03,2024-04
51,2024-03-27,0,variant,2024-03,2024-03
609,2024-01-26,0,control,2024-01,2024-01
604,2024-04-14,0,control,2024-04,2024-04
264,2024-02-26,0,variant,2024-02,2024-02
418,2024-03-30,1,variant,2024-03,2024-03
803,2024-01-17,1,control,2024-01,2024-01
96,2024-01-26,1,control,2024-01,2024-01
88,2024-06-29,0,variant,2024-06,2024-06
78,2024-04-18,0,control,2024-04,2024-04
288,2024-03-23,0,control,2024-03,2024-03
120,2024-02-22,0,variant,2024-02,2024-02
814,2024-04-05,0,variant,2024-03,2024-04
491,2024-02-11,0,control,2024-02,2024-02
912,2024-06-18,0,control,2024-05,2024-06
452,2024-01-15,1,control,2024-01,2024-01
500,2024-02-08,0,control,2024-01,2024-02
165,2024-03-04,0,variant,2024-02,2024-03
182,2024-04-27,0,variant,2024-04,2024-04
469,2024-03-14,0,control,2024-03,2024-03
910,2024-02-05,1,control,2024-02,2024-02
735,2024-02-06,0,control,2024-01,2024-02
823,2024-03-20,1,variant,2024-03,2024-03
944,2024-06-28,0,control,2024-06,2024-06
978,2024-02-19,0,variant,2024-02,2024-02
7,2024-02-10,0,variant,2024-02,2024-02
330,2024-01-17,0,variant,2024-01,2024-01
775,2024-05-29,0,variant,2024-05,2024-05
673,2024-03-10,0,control,2024-03,2024-03
151,2024-03-24,0,variant,2024-03,2024-03
85,2024-05-01,0,control,2024-04,2024-05
147,2024-06-25,0,variant,2024-06,2024-06
624,2024-03-23,1,control,2024-02,2024-03
381,2024-03-23,0,variant,2024-03,2024-03
915,2024-01-31,0,control,2024-01,2024-01
548,2024-03-04,0,variant,2024-02,2024-03
285,2024-02-09,1,control,2024-02,2024-02
700,2024-03-24,1,variant,2024-03,2024-03
